,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,param_weights,params,split0_test_Macro F1,split1_test_Macro F1,split2_test_Macro F1,split3_test_Macro F1,split4_test_Macro F1,mean_test_Macro F1,std_test_Macro F1,rank_test_Macro F1,split0_test_Deceased macro F1,split1_test_Deceased macro F1,split2_test_Deceased macro F1,split3_test_Deceased macro F1,split4_test_Deceased macro F1,mean_test_Deceased macro F1,std_test_Deceased macro F1,rank_test_Deceased macro F1,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy
30,0.002611398696899414,0.0001921065006041005,0.019601964950561525,0.00038545094446558426,40,2,uniform,"{'n_neighbors': 40, 'p': 2, 'weights': 'uniform'}",0.7348325571080062,0.7455971850530281,0.7723693233795856,0.7918785294317295,0.7439304028165693,0.7577215995577837,0.021177150282694623,25,0.62,0.6600000000000001,0.6956521739130435,0.7035830618892508,0.6407766990291263,0.6640023869662841,0.03181194926893211,33,0.7390396659707724,0.7515657620041754,0.7761506276150628,0.7949790794979079,0.7468619246861925,0.7617194119548223,0.020749351236449536,18
31,0.003036308288574219,0.0008080341056937655,0.010213470458984375,0.0019360607430470788,40,2,distance,"{'n_neighbors': 40, 'p': 2, 'weights': 'distance'}",0.7392424172575197,0.7507128330454728,0.753926545523577,0.7935739011669812,0.7368779281629557,0.7548667250313013,0.020416170290804673,37,0.627831715210356,0.6687306501547988,0.6624203821656051,0.7076923076923075,0.6590257879656161,0.6651401686377366,0.025535385966319463,27,0.7411273486430062,0.7515657620041754,0.7552301255230126,0.7928870292887029,0.7343096234309623,0.7550239777779719,0.020336239575021946,39
32,0.003182220458984375,0.0003055072042767681,0.02484889030456543,0.005373651013171075,45,1,uniform,"{'n_neighbors': 45, 'p': 1, 'weights': 'uniform'}",0.7573644056486071,0.751401701340025,0.7883960224429102,0.8060630569351673,0.768305328953813,0.7743061030641045,0.02027151679992934,8,0.6372881355932204,0.6442953020134228,0.6938775510204082,0.7156549520766772,0.673076923076923,0.6728385727561303,0.029510979795888313,13,0.7620041753653445,0.7578288100208769,0.7928870292887029,0.8075313807531381,0.7719665271966527,0.778443584524943,0.01893086558539219,7
33,0.003919792175292969,0.0018885917434287706,0.01136012077331543,0.0024887800407387742,45,1,distance,"{'n_neighbors': 45, 'p': 1, 'weights': 'distance'}",0.7433576435949684,0.7528917219398742,0.7562344924825785,0.7935739011669812,0.7435620874330552,0.7579239693234915,0.018533952534932455,24,0.627831715210356,0.6707692307692308,0.6645569620253164,0.7076923076923075,0.6628571428571429,0.6667414717108706,0.025404814719852897,23,0.7453027139874739,0.7536534446764092,0.7573221757322176,0.7928870292887029,0.7405857740585774,0.7579502275486762,0.018444081718795857,27
34,0.0032248497009277344,0.0005291666928594107,0.021202945709228517,0.0016556504778932172,45,2,uniform,"{'n_neighbors': 45, 'p': 2, 'weights': 'uniform'}",0.7365103200450941,0.7296960296352394,0.7654742107693067,0.7889236364373314,0.7385276254976859,0.7518263644769315,0.02219757054727255,43,0.6169491525423728,0.621160409556314,0.6802721088435375,0.7028753993610224,0.631578947368421,0.6505672035343336,0.034565923991289674,42,0.7411273486430062,0.7369519832985386,0.7698744769874477,0.7907949790794979,0.7426778242677824,0.7562853224552546,0.02080522867543868,32
35,0.002931690216064453,0.00045065467361550163,0.009217786788940429,0.0002190804128505985,45,2,distance,"{'n_neighbors': 45, 'p': 2, 'weights': 'distance'}",0.7392424172575197,0.7531046043121213,0.7565309473356652,0.7915546978034554,0.7387448087475909,0.7558354950912706,0.01924174967283893,33,0.627831715210356,0.6707692307692308,0.6687697160883281,0.7055214723926381,0.6609195402298851,0.6667623349380876,0.024787444127590718,22,0.7411273486430062,0.7536534446764092,0.7573221757322176,0.7907949790794979,0.7364016736401674,0.7558599243542596,0.019095219759179445,35
36,0.002804279327392578,0.00041193511972353685,0.020642423629760744,0.0006309676341113351,50,1,uniform,"{'n_neighbors': 50, 'p': 1, 'weights': 'uniform'}",0.7576827013723536,0.7553648058082842,0.7847860011214168,0.8038348963880879,0.7727239170522838,0.7748784643484853,0.017987514833225558,7,0.6397306397306397,0.6535947712418302,0.6912751677852349,0.7115384615384615,0.6773162939297125,0.6746910668451757,0.02571746437397264,10,0.7620041753653445,0.7599164926931107,0.7887029288702929,0.805439330543933,0.7761506276150628,0.7784427110175487,0.017045758430504696,8
37,0.0027642250061035156,0.00029023997141155403,0.009937572479248046,0.00025975720715003253,50,1,distance,"{'n_neighbors': 50, 'p': 1, 'weights': 'distance'}",0.7433576435949684,0.7491818230591769,0.7562344924825785,0.7914153300062868,0.7416937724381089,0.7563766123162239,0.018245965369449536,30,0.627831715210356,0.6666666666666665,0.6645569620253164,0.7037037037037036,0.6609686609686609,0.6647455417149407,0.024076378815363304,31,0.7453027139874739,0.7494780793319415,0.7573221757322176,0.7907949790794979,0.7384937238493724,0.7562783343961007,0.01830567370803689,33
38,0.0026410579681396484,0.0003017892014776065,0.022913122177124025,0.002166803209851795,50,2,uniform,"{'n_neighbors': 50, 'p': 2, 'weights': 'uniform'}",0.7381038072051092,0.7371977030691038,0.7694133685714798,0.791097067619433,0.7341075973727668,0.7539839087675785,0.022558709501443383,40,0.6190476190476191,0.6375838926174497,0.6849315068493151,0.7133757961783439,0.6369426751592356,0.6583762979703927,0.035124331209895776,39,0.7432150313152401,0.7432150313152401,0.7740585774058577,0.7928870292887029,0.7364016736401674,0.7579554685930417,0.021811240703931582,25
39,0.003228759765625,0.0011869234399616987,0.011157846450805664,0.0009427188149946245,50,2,distance,"{'n_neighbors': 50, 'p': 2, 'weights': 'distance'}",0.7392424172575197,0.7504780745502098,0.7568528296691063,0.7893183169546174,0.7387448087475909,0.7549272894358088,0.018515582024670723,36,0.627831715210356,0.6728395061728395,0.670846394984326,0.7055214723926381,0.6609195402298851,0.6675917257980089,0.02490852966071404,17,0.7411273486430062,0.7515657620041754,0.7573221757322176,0.7887029288702929,0.7364016736401674,0.7550239777779719,0.01839249428201435,39
40,0.0028954505920410155,0.00028201020310870804,0.02278761863708496,0.00043892197083325655,55,1,uniform,"{'n_neighbors': 55, 'p': 1, 'weights': 'uniform'}",0.7557006549688688,0.7549924352303563,0.7862207803226657,0.7957939572283766,0.7663846820690338,0.7718185019638603,0.016460109289971544,9,0.6375838926174497,0.6460481099656357,0.6894197952218429,0.691029900332226,0.670926517571885,0.6670016431418079,0.021907943418142454,20,0.7599164926931107,0.7620041753653445,0.7907949790794979,0.799163179916318,0.7698744769874477,0.7763506608083437,0.01579173100998151,9
41,0.0029966354370117186,0.00043273962288028665,0.010718202590942383,0.0006558055279654164,55,1,distance,"{'n_neighbors': 55, 'p': 1, 'weights': 'distance'}",0.7433576435949684,0.751038245771544,0.7539573487169529,0.7935739011669812,0.7416937724381089,0.7567241823377111,0.018986651102429853,28,0.627831715210356,0.6687116564417178,0.6603174603174603,0.7076923076923075,0.6609686609686609,0.6651043601261005,0.02551867685019992,28,0.7453027139874739,0.7515657620041754,0.7552301255230126,0.7928870292887029,0.7384937238493724,0.7566958709305475,0.01897044308388959,29
42,0.0027823448181152344,0.00037815243062580117,0.020895719528198242,0.0003262493562188349,55,2,uniform,"{'n_neighbors': 55, 'p': 2, 'weights': 'uniform'}",0.7369862936022654,0.7409044297124371,0.763614233973322,0.7844520018376328,0.7448240985342639,0.7541562115319842,0.017690637268640466,38,0.6241610738255032,0.6394557823129252,0.68013468013468,0.7051282051282051,0.6538461538461539,0.6605451790494935,0.02893039050354956,38,0.7411273486430062,0.7473903966597077,0.7677824267782427,0.7866108786610879,0.7468619246861925,0.7579545950856474,0.01694446642387415,26
43,0.0027286052703857423,0.00027432287130545256,0.01032876968383789,0.00022917376219944733,55,2,distance,"{'n_neighbors': 55, 'p': 2, 'weights': 'distance'}",0.736863883421484,0.7463750686799445,0.754466933860508,0.7890257853079395,0.7390550931801135,0.7531573528899979,0.018966337030597823,41,0.6233766233766234,0.6707692307692308,0.6729559748427674,0.7076923076923075,0.6628571428571429,0.6675302559076144,0.026923228034313077,18,0.7390396659707724,0.7473903966597077,0.7552301255230126,0.7887029288702929,0.7364016736401674,0.7533529581327907,0.018872798978098685,42
